,Date,State/UnionTerritory,Confirmed,new_cases,T,H
15281,25-05-2021,Kerala,2365787,17821.0,26.67,94.0
15317,26-05-2021,Kerala,2395590,29803.0,27.33,84.0
15353,27-05-2021,Kerala,2424388,28798.0,30.67,78.0
15389,28-05-2021,Kerala,2448554,24166.0,29.67,76.0
15425,29-05-2021,Kerala,2470872,22318.0,30.67,75.0
15461,30-05-2021,Kerala,2494385,23513.0,30.67,75.0
15497,31-05-2021,Kerala,2514279,19894.0,29.67,73.0
15533,01-06-2021,Kerala,2526579,12300.0,30.33,79.0
15569,02-06-2021,Kerala,2546339,19760.0,30.33,73.0
15605,03-06-2021,Kerala,2566000,19661.0,30.0,76.0
15641,04-06-2021,Kerala,2584853,18853.0,26.67,96.0
15677,05-06-2021,Kerala,2601082,16229.0,29.33,86.0
15713,06-06-2021,Kerala,2618410,17328.0,30.33,82.0
15749,07-06-2021,Kerala,2633082,14672.0,29.33,84.0
15785,08-06-2021,Kerala,2642395,9313.0,30.0,84.0
15821,09-06-2021,Kerala,2657962,15567.0,30.67,76.0
15857,10-06-2021,Kerala,2674166,16204.0,30.33,69.0
15893,11-06-2021,Kerala,2688590,14424.0,28.0,89.0
15929,12-06-2021,Kerala,2702823,14233.0,26.67,96.0
15965,13-06-2021,Kerala,2716655,13832.0,27.33,91.0
16001,14-06-2021,Kerala,2728239,11584.0,29.67,76.0
16037,15-06-2021,Kerala,2735958,7719.0,30.0,79.0
16073,16-06-2021,Kerala,2748204,12246.0,29.67,79.0
16109,17-06-2021,Kerala,2761474,13270.0,30.33,85.0
16145,18-06-2021,Kerala,2773943,12469.0,30.67,72.0
16181,19-06-2021,Kerala,2785304,11361.0,30.67,75.0
16217,20-06-2021,Kerala,2797747,12443.0,30.33,78.0
16253,21-06-2021,Kerala,2809394,11647.0,29.33,81.0
16289,22-06-2021,Kerala,2816843,7449.0,29.33,82.0
16325,23-06-2021,Kerala,2829460,12617.0,29.33,78.0
16361,24-06-2021,Kerala,2842247,12787.0,30.33,73.0
16397,25-06-2021,Kerala,2854325,12078.0,30.33,83.0
16433,26-06-2021,Kerala,2865871,11546.0,29.67,72.0
16469,27-06-2021,Kerala,2877989,12118.0,29.33,81.0
16505,28-06-2021,Kerala,2888894,10905.0,30.33,82.0
16541,29-06-2021,Kerala,2896957,8063.0,30.33,81.0
16577,30-06-2021,Kerala,2910507,13550.0,30.33,75.0
16613,01-07-2021,Kerala,2924165,13658.0,29.0,84.0
16649,02-07-2021,Kerala,2937033,12868.0,19.33,54.0
16685,03-07-2021,Kerala,2949128,12095.0,29.33,79.0
16721,04-07-2021,Kerala,2961584,12456.0,30.67,72.0
16757,05-07-2021,Kerala,2973684,12100.0,29.67,83.0
16793,06-07-2021,Kerala,2981721,8037.0,29.67,80.0
16829,07-07-2021,Kerala,2996094,14373.0,28.67,81.0
16865,08-07-2021,Kerala,3011694,15600.0,25.67,96.0
16901,09-07-2021,Kerala,3025466,13772.0,27.67,81.0
16937,10-07-2021,Kerala,3039029,13563.0,28.33,89.0
16973,11-07-2021,Kerala,3053116,14087.0,29.33,79.0
17009,12-07-2021,Kerala,3065336,12220.0,30.33,80.0
17045,13-07-2021,Kerala,3073134,7798.0,29.0,79.0
17081,14-07-2021,Kerala,3087673,14539.0,27.0,89.0
17117,15-07-2021,Kerala,3103310,15637.0,29.67,75.0
17153,16-07-2021,Kerala,3117083,13773.0,29.0,69.0
17189,17-07-2021,Kerala,3130833,13750.0,29.33,75.0
17225,18-07-2021,Kerala,3146981,16148.0,29.33,81.0
17261,19-07-2021,Kerala,3160937,13956.0,29.33,78.0
17297,20-07-2021,Kerala,3170868,9931.0,29.0,87.0
17333,21-07-2021,Kerala,3187716,16848.0,27.67,87.0
17369,22-07-2021,Kerala,3205197,17481.0,28.33,86.0
17405,23-07-2021,Kerala,3218015,12818.0,28.0,84.0
17441,24-07-2021,Kerala,3235533,17518.0,28.0,87.0
17477,25-07-2021,Kerala,3254064,18531.0,28.0,83.0
17513,26-07-2021,Kerala,3271530,17466.0,27.67,91.0
17549,27-07-2021,Kerala,3283116,11586.0,29.0,81.0
17585,28-07-2021,Kerala,3305245,22129.0,20.0,54.0
17621,29-07-2021,Kerala,3327301,22056.0,29.0,79.0
17657,30-07-2021,Kerala,3349365,22064.0,29.0,83.0
17693,31-07-2021,Kerala,3370137,20772.0,30.0,76.0
17729,01-08-2021,Kerala,3390761,20624.0,29.0,81.0
17765,02-08-2021,Kerala,3411489,20728.0,29.33,73.0
17801,03-08-2021,Kerala,3425473,13984.0,29.33,84.0
17837,04-08-2021,Kerala,3449149,23676.0,28.33,79.0
17873,05-08-2021,Kerala,3471563,22414.0,26.33,91.0
17909,06-08-2021,Kerala,3493603,22040.0,28.0,84.0
17945,07-08-2021,Kerala,3513551,19948.0,28.67,87.0
17981,08-08-2021,Kerala,3533918,20367.0,28.33,81.0
18017,09-08-2021,Kerala,3552525,18607.0,28.0,91.0
18053,10-08-2021,Kerala,3565574,13049.0,29.96,71.0
18089,11-08-2021,Kerala,3586693,21119.0,29.96,71.0
