Date,T,U
27.04.2021 02:30,29,78
26.04.2021 23:30,29.4,76
26.04.2021 20:30,29.8,73
26.04.2021 17:30,31.8,67
26.04.2021 14:30,34.2,60
26.04.2021 11:30,34.4,56
26.04.2021 08:30,31.4,68
26.04.2021 05:30,28,83
26.04.2021 02:30,28.6,78
25.04.2021 23:30,29.4,76
25.04.2021 20:30,29.8,75
25.04.2021 17:30,31.8,64
25.04.2021 14:30,35.2,55
25.04.2021 11:30,33.8,56
25.04.2021 08:30,31.4,72
25.04.2021 05:30,29.6,79
25.04.2021 02:30,29.4,82
24.04.2021 23:30,29.8,82
24.04.2021 20:30,30.4,78
24.04.2021 17:30,31.4,70
24.04.2021 14:30,35.4,52
24.04.2021 11:30,36.2,53
24.04.2021 08:30,32.4,74
24.04.2021 05:30,28.6,88
24.04.2021 02:30,29.4,85
23.04.2021 23:30,29.8,83
23.04.2021 20:30,30.4,81
23.04.2021 17:30,31.6,64
23.04.2021 14:30,35.2,46
23.04.2021 11:30,35.8,46
23.04.2021 08:30,30.8,69
23.04.2021 05:30,28,91
23.04.2021 02:30,28.8,86
22.04.2021 23:30,29.4,85
22.04.2021 20:30,30.2,83
22.04.2021 17:30,31.4,75
22.04.2021 14:30,35,58
22.04.2021 11:30,34.8,58
22.04.2021 08:30,31.6,72
22.04.2021 05:30,28.2,89
22.04.2021 02:30,28.8,88
21.04.2021 23:30,29.4,86
21.04.2021 20:30,29.8,80
21.04.2021 17:30,32,67
21.04.2021 14:30,35.6,54
21.04.2021 11:30,35.8,50
21.04.2021 08:30,31.4,71
21.04.2021 05:30,28.6,91
21.04.2021 02:30,28.8,89
20.04.2021 23:30,29.4,85
20.04.2021 20:30,30.4,77
20.04.2021 17:30,32.4,64
20.04.2021 14:30,35.4,53
20.04.2021 11:30,35.8,51
20.04.2021 08:30,31.2,72
20.04.2021 05:30,28.6,85
20.04.2021 02:30,29.2,86
19.04.2021 23:30,30.2,81
19.04.2021 20:30,30.8,80
19.04.2021 17:30,32.4,62
19.04.2021 14:30,35.8,55
19.04.2021 11:30,36.4,55
19.04.2021 08:30,31.4,72
19.04.2021 05:30,28.2,85
19.04.2021 02:30,29,85
18.04.2021 23:30,29.6,83
18.04.2021 20:30,30.4,77
18.04.2021 17:30,33,60
18.04.2021 14:30,35,57
18.04.2021 11:30,35.4,45
18.04.2021 08:30,31.4,72
18.04.2021 05:30,27.4,87
18.04.2021 02:30,28.4,85
17.04.2021 23:30,29,82
17.04.2021 20:30,29.6,80
17.04.2021 17:30,32.2,54
17.04.2021 14:30,35.4,50
17.04.2021 11:30,34.4,48
17.04.2021 08:30,30.6,72
17.04.2021 05:30,27.2,92
17.04.2021 02:30,28,87
16.04.2021 23:30,29,83
16.04.2021 20:30,29.4,81
16.04.2021 17:30,31.2,66
16.04.2021 14:30,34,54
16.04.2021 11:30,32.8,53
16.04.2021 08:30,29.4,75
16.04.2021 05:30,25.4,85
16.04.2021 02:30,26.4,84
15.04.2021 23:30,27,78
15.04.2021 17:30,29.4,61
15.04.2021 14:30,31.4,57
15.04.2021 11:30,27.8,83
15.04.2021 08:30,24.4,96
15.04.2021 05:30,27.4,98
15.04.2021 02:30,27.8,86
14.04.2021 23:30,28.6,82
14.04.2021 20:30,28.6,80
14.04.2021 17:30,30,75
14.04.2021 14:30,27,90
14.04.2021 11:30,33.8,61
14.04.2021 08:30,32,71
14.04.2021 05:30,28,85
14.04.2021 02:30,28.4,80
13.04.2021 23:30,29.2,78
13.04.2021 20:30,29.6,71
13.04.2021 17:30,30.4,67
13.04.2021 14:30,34,49
13.04.2021 11:30,34.2,54
13.04.2021 08:30,31.6,65
13.04.2021 05:30,27.6,87
13.04.2021 02:30,28.6,80
12.04.2021 23:30,29,77
12.04.2021 20:30,29.4,76
12.04.2021 17:30,30.8,73
12.04.2021 14:30,33.6,56
12.04.2021 11:30,34.6,53
12.04.2021 08:30,30.2,76
12.04.2021 05:30,28.8,85
12.04.2021 02:30,27.8,80
11.04.2021 23:30,29,82
11.04.2021 20:30,29.4,81
11.04.2021 17:30,31.4,68
11.04.2021 14:30,34.2,49
11.04.2021 11:30,34,54
11.04.2021 08:30,29.8,73
11.04.2021 05:30,27.2,86
11.04.2021 02:30,27.6,76
10.04.2021 23:30,28.4,78
10.04.2021 20:30,29,76
10.04.2021 17:30,31.2,64
10.04.2021 14:30,33.8,58
10.04.2021 11:30,33,61
10.04.2021 08:30,29.4,75
10.04.2021 05:30,26.2,86
10.04.2021 02:30,26.6,84
09.04.2021 23:30,27.6,78
09.04.2021 20:30,28.2,74
09.04.2021 17:30,30.2,61
09.04.2021 14:30,34.2,47
09.04.2021 11:30,33.8,46
09.04.2021 08:30,29,74
09.04.2021 05:30,25.8,90
09.04.2021 02:30,26.6,87
08.04.2021 23:30,28.4,80
08.04.2021 20:30,28.8,79
08.04.2021 17:30,31.8,55
08.04.2021 14:30,35,43
08.04.2021 11:30,33.6,46
08.04.2021 08:30,29.6,72
08.04.2021 05:30,25.4,93
08.04.2021 02:30,28,78
07.04.2021 23:30,28,78
07.04.2021 20:30,27.8,74
07.04.2021 17:30,31.2,58
07.04.2021 14:30,33.6,53
07.04.2021 11:30,33.2,58
07.04.2021 08:30,29.4,78
07.04.2021 05:30,26.2,90
07.04.2021 02:30,27.4,83
06.04.2021 23:30,28,80
06.04.2021 20:30,29,75
06.04.2021 17:30,31.4,66
06.04.2021 14:30,34.2,54
06.04.2021 11:30,33.4,53
06.04.2021 08:30,29,75
06.04.2021 05:30,27,84
06.04.2021 02:30,27.4,83
05.04.2021 23:30,28.6,75
05.04.2021 20:30,29.2,74
05.04.2021 17:30,30.6,64
05.04.2021 14:30,33.4,55
05.04.2021 11:30,34,56
05.04.2021 08:30,31.2,73
05.04.2021 05:30,28.6,88
05.04.2021 02:30,29,85
04.04.2021 23:30,29.4,85
04.04.2021 20:30,30,81
04.04.2021 17:30,31.2,79
04.04.2021 14:30,36.2,60
04.04.2021 11:30,34.2,65
04.04.2021 08:30,30,86
04.04.2021 05:30,28.8,92
04.04.2021 02:30,28.6,88
03.04.2021 23:30,30.2,88
03.04.2021 20:30,30.4,86
03.04.2021 17:30,32,74
03.04.2021 14:30,35.4,60
03.04.2021 11:30,37,48
03.04.2021 08:30,30.7,70
03.04.2021 05:30,27.8,89
03.04.2021 02:30,29,88
02.04.2021 23:30,30,83
02.04.2021 20:30,31.4,72
02.04.2021 17:30,34,54
02.04.2021 14:30,38,38
02.04.2021 11:30,38.6,32
02.04.2021 08:30,31.6,72
02.04.2021 05:30,28.8,85
02.04.2021 02:30,29.4,82
01.04.2021 23:30,30,83
01.04.2021 20:30,30,83
01.04.2021 17:30,33.6,67
01.04.2021 14:30,36.6,56
01.04.2021 11:30,36.4,52
01.04.2021 08:30,29.8,81
01.04.2021 05:30,27.8,89
01.04.2021 02:30,28.4,86
31.03.2021 23:30,30,88
31.03.2021 20:30,29.8,90
31.03.2021 17:30,33.4,64
31.03.2021 14:30,37.8,48
31.03.2021 11:30,35.4,50
31.03.2021 08:30,29,78
31.03.2021 05:30,27.6,84
31.03.2021 02:30,28,89
30.03.2021 23:30,29,86
30.03.2021 20:30,29.4,81
30.03.2021 17:30,32.4,67
30.03.2021 14:30,39.6,29
30.03.2021 11:30,35.8,68
30.03.2021 08:30,29.4,77
30.03.2021 05:30,27,81
30.03.2021 02:30,28,85
29.03.2021 23:30,28.4,85
29.03.2021 20:30,29.2,80
29.03.2021 17:30,31,63
29.03.2021 14:30,34.4,53
29.03.2021 11:30,34.4,62
29.03.2021 08:30,29.5,77
29.03.2021 05:30,27.2,92
29.03.2021 02:30,27.8,90
28.03.2021 23:30,,
28.03.2021 20:30,29.4,72
28.03.2021 17:30,31,67
28.03.2021 14:30,34.2,55
28.03.2021 11:30,34.6,52
28.03.2021 08:30,29.4,76
28.03.2021 05:30,26,87
28.03.2021 02:30,26,87
27.03.2021 23:30,28,78
27.03.2021 20:30,27.8,74
27.03.2021 17:30,31.6,53
27.03.2021 14:30,34,49
27.03.2021 11:30,33.8,52
27.03.2021 08:30,29,78
27.03.2021 05:30,26.2,87
27.03.2021 02:30,27.4,83
26.03.2021 23:30,28,78
26.03.2021 20:30,28.5,77
26.03.2021 17:30,31.2,62
26.03.2021 14:30,34,51
26.03.2021 11:30,33.4,53
26.03.2021 08:30,28.4,79
26.03.2021 05:30,26,86
26.03.2021 02:30,26.4,84
25.03.2021 23:30,27.4,80
25.03.2021 20:30,28.4,76
25.03.2021 17:30,30.6,60
25.03.2021 14:30,33.8,41
25.03.2021 11:30,34,39
25.03.2021 08:30,30,74
25.03.2021 05:30,25.8,90
25.03.2021 02:30,26.2,84
24.03.2021 23:30,28,83
24.03.2021 20:30,28.6,78
24.03.2021 17:30,31.4,58
24.03.2021 14:30,34.4,45
24.03.2021 11:30,33.8,41
24.03.2021 08:30,27.6,78
24.03.2021 05:30,25.6,85
24.03.2021 02:30,25.8,84
23.03.2021 23:30,27.2,78
23.03.2021 20:30,28,72
23.03.2021 17:30,30.2,58
23.03.2021 14:30,32.6,48
23.03.2021 11:30,32.6,54
23.03.2021 08:30,28,78
23.03.2021 05:30,25.6,85
23.03.2021 02:30,26.4,81
22.03.2021 23:30,27.4,78
22.03.2021 20:30,27.8,72
22.03.2021 17:30,30.2,64
22.03.2021 14:30,33,47
22.03.2021 11:30,33.2,45
22.03.2021 08:30,28.6,72
22.03.2021 05:30,26,86
22.03.2021 02:30,26.6,80
21.03.2021 23:30,27.6,74
21.03.2021 20:30,28.4,68
21.03.2021 17:30,30.4,55
21.03.2021 14:30,33.6,39
21.03.2021 11:30,33.4,51
21.03.2021 08:30,27.2,77
21.03.2021 05:30,24.8,91
21.03.2021 02:30,25,88
20.03.2021 23:30,26.4,84
20.03.2021 20:30,27.8,74
20.03.2021 17:30,30.2,58
20.03.2021 14:30,33.6,48
20.03.2021 11:30,32.8,51
20.03.2021 08:30,26.4,78
20.03.2021 05:30,24.4,82
20.03.2021 02:30,25.4,81
19.03.2021 23:30,25.4,78
19.03.2021 20:30,27,68
19.03.2021 17:30,30,48
19.03.2021 14:30,32,42
19.03.2021 11:30,31.6,53
19.03.2021 08:30,26.8,72
19.03.2021 05:30,24.2,88
19.03.2021 02:30,24,75
18.03.2021 23:30,26,65
18.03.2021 20:30,27.2,62
18.03.2021 17:30,30.6,53
18.03.2021 14:30,32.6,40
18.03.2021 11:30,32.4,38
18.03.2021 08:30,27.8,72
18.03.2021 05:30,24.4,82
18.03.2021 02:30,25.4,84
17.03.2021 23:30,26,78
17.03.2021 20:30,27,68
17.03.2021 17:30,30,55
17.03.2021 14:30,32.2,48
17.03.2021 11:30,31.2,50
17.03.2021 08:30,26.6,71
17.03.2021 05:30,24.2,91
17.03.2021 02:30,25.2,88
16.03.2021 23:30,25.4,88
16.03.2021 20:30,27.4,77
16.03.2021 17:30,31.2,57
16.03.2021 14:30,33.4,46
16.03.2021 11:30,32.8,47
16.03.2021 08:30,27,80
16.03.2021 05:30,25.4,87
16.03.2021 02:30,25.4,85
15.03.2021 23:30,26.6,81
15.03.2021 20:30,27.6,77
15.03.2021 17:30,30.6,59
15.03.2021 14:30,34.2,30
15.03.2021 11:30,33.8,41
15.03.2021 08:30,27.4,77
15.03.2021 05:30,24.8,85
15.03.2021 02:30,25,82
14.03.2021 23:30,27.1,73
14.03.2021 20:30,28,72
14.03.2021 17:30,30.8,57
14.03.2021 14:30,34.8,34
14.03.2021 11:30,33.4,38
14.03.2021 08:30,27,72
14.03.2021 05:30,24.4,85
14.03.2021 02:30,25.4,78
13.03.2021 23:30,26.4,74
13.03.2021 20:30,27,70
13.03.2021 17:30,30.4,45
13.03.2021 14:30,32.4,40
13.03.2021 11:30,32.2,44
13.03.2021 08:30,26.6,74
13.03.2021 05:30,23.8,88
13.03.2021 02:30,24,90
12.03.2021 23:30,25.4,81
12.03.2021 20:30,26.6,75
12.03.2021 17:30,30.4,54
12.03.2021 14:30,33,38
12.03.2021 11:30,31.8,50
12.03.2021 08:30,26.6,81
12.03.2021 05:30,23.6,85
12.03.2021 02:30,24,83
11.03.2021 23:30,26.6,72
11.03.2021 20:30,27.4,71
11.03.2021 17:30,30.6,54
11.03.2021 14:30,33.4,47
11.03.2021 11:30,32.2,56
11.03.2021 08:30,29,71
11.03.2021 05:30,24.8,85
11.03.2021 02:30,26,78
10.03.2021 23:30,27.4,76
10.03.2021 20:30,27.8,74
10.03.2021 17:30,30,67
10.03.2021 14:30,33.2,53
10.03.2021 11:30,32,54
10.03.2021 08:30,27.8,74
10.03.2021 05:30,25.4,84
10.03.2021 02:30,26.4,81
09.03.2021 23:30,27,77
09.03.2021 20:30,27.8,72
09.03.2021 17:30,30.4,55
09.03.2021 14:30,32,49
09.03.2021 11:30,32,49
09.03.2021 08:30,29,74
09.03.2021 05:30,25.4,88
09.03.2021 02:30,26.4,84
08.03.2021 23:30,27.2,78
08.03.2021 20:30,27.4,77
08.03.2021 17:30,30,55
08.03.2021 14:30,32.4,43
08.03.2021 11:30,32,50
08.03.2021 08:30,27.4,80
08.03.2021 05:30,24.2,85
08.03.2021 02:30,26,78
07.03.2021 23:30,27.4,77
07.03.2021 20:30,27.6,76
07.03.2021 17:30,31.2,49
07.03.2021 14:30,33.6,42
07.03.2021 11:30,32.8,53
07.03.2021 08:30,27.8,77
07.03.2021 05:30,25,88
07.03.2021 02:30,24.6,88
06.03.2021 23:30,25.4,81
06.03.2021 20:30,26.8,74
06.03.2021 17:30,30.4,58
06.03.2021 14:30,32.2,56
06.03.2021 11:30,31.6,45
06.03.2021 08:30,26.8,74
06.03.2021 05:30,23.8,45
06.03.2021 02:30,24.2,88
05.03.2021 23:30,25.8,76
05.03.2021 20:30,26.8,68
05.03.2021 17:30,29.2,52
05.03.2021 14:30,32.6,33
05.03.2021 11:30,32,45
05.03.2021 08:30,25.8,70
05.03.2021 05:30,23.8,85
05.03.2021 02:30,23.4,88
04.03.2021 23:30,24.8,80
04.03.2021 20:30,26.2,80
04.03.2021 17:30,29.4,45
04.03.2021 14:30,31.6,40
04.03.2021 11:30,31.8,43
04.03.2021 08:30,25.4,76
04.03.2021 05:30,23,93
04.03.2021 02:30,22.4,91
03.03.2021 23:30,24.2,88
03.03.2021 20:30,25.8,81
03.03.2021 17:30,29.4,61
03.03.2021 14:30,33.4,34
03.03.2021 11:30,32.4,39
03.03.2021 08:30,25,87
03.03.2021 05:30,22.4,93
03.03.2021 02:30,23.4,93
02.03.2021 23:30,24,93
02.03.2021 20:30,25.6,76
02.03.2021 17:30,30.2,54
02.03.2021 14:30,33.2,48
02.03.2021 11:30,31,58
02.03.2021 08:30,25.8,89
02.03.2021 05:30,24,93
02.03.2021 02:30,24,91
01.03.2021 23:30,25.4,91
01.03.2021 20:30,26.4,84
01.03.2021 17:30,29.4,58
01.03.2021 14:30,33,50
01.03.2021 11:30,32.4,53
01.03.2021 08:30,24.8,87
01.03.2021 05:30,22.6,95
01.03.2021 02:30,23.2,95
28.02.2021 23:30,24.4,82
28.02.2021 20:30,25.4,82
28.02.2021 17:30,28.8,54
28.02.2021 14:30,31,54
28.02.2021 11:30,30.8,54
28.02.2021 08:30,25.4,81
28.02.2021 05:30,24,90
28.02.2021 02:30,23.4,90
27.02.2021 23:30,25.2,88
27.02.2021 20:30,26.2,83
27.02.2021 17:30,29.8,54
27.02.2021 14:30,33,50
27.02.2021 11:30,31.2,60
27.02.2021 08:30,24.4,90
27.02.2021 05:30,22.4,91
27.02.2021 02:30,22.2,89
26.02.2021 23:30,24,88
26.02.2021 20:30,25.8,84
26.02.2021 17:30,29.8,70
26.02.2021 14:30,33.4,54
26.02.2021 11:30,31,55
26.02.2021 08:30,25.2,82
26.02.2021 05:30,22,93
26.02.2021 02:30,22.4,91
25.02.2021 23:30,24,90
25.02.2021 20:30,25.4,79
25.02.2021 17:30,29.2,56
25.02.2021 14:30,31.6,45
25.02.2021 11:30,31.4,50
25.02.2021 08:30,25,82
25.02.2021 05:30,23,91
25.02.2021 02:30,23.4,88
24.02.2021 23:30,24,81
24.02.2021 20:30,26,81
24.02.2021 17:30,29,54
24.02.2021 14:30,31.2,44
24.02.2021 11:30,31.4,50
24.02.2021 08:30,24.8,88
24.02.2021 05:30,22.8,91
24.02.2021 02:30,23,90
23.02.2021 23:30,25,85
23.02.2021 20:30,26.2,79
23.02.2021 17:30,28.8,66
23.02.2021 14:30,31.4,57
23.02.2021 11:30,30.6,58
23.02.2021 08:30,25.4,87
23.02.2021 05:30,23.6,91
23.02.2021 02:30,24.6,87
22.02.2021 23:30,26,81
22.02.2021 20:30,27,78
22.02.2021 17:30,29.4,64
22.02.2021 14:30,31.6,53
22.02.2021 11:30,31,57
22.02.2021 08:30,26.8,87
22.02.2021 05:30,23.8,91
22.02.2021 02:30,25.8,86
21.02.2021 23:30,26,84
21.02.2021 20:30,26.2,79
21.02.2021 17:30,28.4,65
21.02.2021 14:30,28.8,64
21.02.2021 11:30,28,69
21.02.2021 08:30,26,81
21.02.2021 05:30,25,79
21.02.2021 02:30,25,79
20.02.2021 23:30,25,83
20.02.2021 20:30,25,80
20.02.2021 17:30,27.4,69
20.02.2021 14:30,28.6,68
20.02.2021 11:30,28,67
20.02.2021 08:30,24.2,85
20.02.2021 05:30,23.6,90
20.02.2021 02:30,23.4,90
19.02.2021 23:30,25,90
19.02.2021 20:30,26.8,81
19.02.2021 17:30,28.8,67
19.02.2021 14:30,29.6,64
19.02.2021 11:30,29,63
19.02.2021 08:30,26,76
19.02.2021 05:30,24.4,85
19.02.2021 02:30,24.4,85
18.02.2021 23:30,25,79
18.02.2021 20:30,26,70
18.02.2021 17:30,27.8,58
18.02.2021 14:30,30.4,51
18.02.2021 11:30,30,51
18.02.2021 08:30,25.4,79
18.02.2021 05:30,21.6,86
18.02.2021 02:30,22.6,86
17.02.2021 23:30,23.1,81
17.02.2021 20:30,25,71
17.02.2021 17:30,27.4,60
17.02.2021 14:30,29.4,52
17.02.2021 11:30,30.4,53
17.02.2021 08:30,,
17.02.2021 05:30,22.2,89
17.02.2021 02:30,21.8,87
16.02.2021 23:30,23.6,76
16.02.2021 20:30,25,71
16.02.2021 17:30,27,67
16.02.2021 14:30,30.4,48
16.02.2021 11:30,30,48
16.02.2021 08:30,24.4,85
16.02.2021 05:30,21.4,91
16.02.2021 02:30,21.6,89
15.02.2021 23:30,22.2,86
15.02.2021 20:30,24.6,76
15.02.2021 17:30,27.4,63
15.02.2021 14:30,29.8,57
15.02.2021 11:30,29.2,52
15.02.2021 08:30,24.4,78
15.02.2021 05:30,21.8,91
15.02.2021 02:30,22.4,91
14.02.2021 23:30,22.8,84
14.02.2021 20:30,25,79
14.02.2021 17:30,27.2,60
14.02.2021 14:30,29.6,48
14.02.2021 11:30,29.6,46
14.02.2021 08:30,24.2,80
14.02.2021 05:30,21.8,87
14.02.2021 02:30,21.6,89
13.02.2021 23:30,24,81
13.02.2021 20:30,24.4,76
13.02.2021 17:30,27,64
13.02.2021 14:30,30,51
13.02.2021 11:30,28.6,52
13.02.2021 08:30,24.2,75
13.02.2021 05:30,22,81
13.02.2021 02:30,23.6,76
12.02.2021 23:30,24,74
12.02.2021 20:30,25.2,66
12.02.2021 17:30,27.2,54
12.02.2021 14:30,29.6,46
12.02.2021 11:30,28.8,46
12.02.2021 08:30,24.8,70
12.02.2021 05:30,22.2,83
12.02.2021 02:30,20.6,76
11.02.2021 23:30,21.6,74
11.02.2021 20:30,23.6,66
11.02.2021 17:30,27,45
11.02.2021 14:30,29.4,44
11.02.2021 11:30,28.8,47
11.02.2021 08:30,23.2,78
11.02.2021 05:30,21.4,91
11.02.2021 02:30,20.6,85
10.02.2021 23:30,22.4,79
10.02.2021 20:30,24.4,74
10.02.2021 17:30,27.8,54
10.02.2021 14:30,29.8,47
10.02.2021 11:30,29.6,44
10.02.2021 08:30,24.8,74
10.02.2021 05:30,21.2,84
10.02.2021 02:30,22.6,76
09.02.2021 23:30,24,69
09.02.2021 20:30,25.6,56
09.02.2021 17:30,27.6,48
09.02.2021 14:30,30,40
09.02.2021 11:30,29.6,48
09.02.2021 08:30,26.8,56
09.02.2021 05:30,23.8,74
09.02.2021 02:30,23.6,86
08.02.2021 23:30,24,78
08.02.2021 20:30,25.6,67
08.02.2021 17:30,28.2,50
08.02.2021 14:30,30.4,38
08.02.2021 11:30,29.4,52
08.02.2021 08:30,24.2,78
08.02.2021 05:30,20.4,98
08.02.2021 02:30,22.6,95
07.02.2021 23:30,24,93
07.02.2021 20:30,25.6,82
07.02.2021 17:30,28.4,66
07.02.2021 14:30,31,51
07.02.2021 11:30,29.2,51
07.02.2021 08:30,24.4,74
07.02.2021 05:30,20.6,98
07.02.2021 02:30,21.4,98
06.02.2021 23:30,22.4,96
06.02.2021 20:30,25.4,82
06.02.2021 17:30,27.8,57
06.02.2021 14:30,30.6,43
06.02.2021 11:30,29.6,57
06.02.2021 08:30,24,91
06.02.2021 05:30,20.4,96
06.02.2021 02:30,21.2,95
05.02.2021 23:30,23.8,83
05.02.2021 20:30,25.4,73
05.02.2021 17:30,27.2,64
05.02.2021 14:30,29.6,57
05.02.2021 11:30,29.4,62
05.02.2021 08:30,24.4,90
05.02.2021 05:30,21.4,82
05.02.2021 02:30,21.2,95
04.02.2021 23:30,24,80
04.02.2021 20:30,25.2,67
04.02.2021 17:30,27,61
04.02.2021 14:30,29.4,55
04.02.2021 11:30,29.4,48
04.02.2021 08:30,24.4,91
04.02.2021 05:30,22,91
04.02.2021 02:30,22.8,86
03.02.2021 23:30,23.8,78
03.02.2021 20:30,25.2,69
03.02.2021 17:30,27.6,61
03.02.2021 14:30,30,54
03.02.2021 11:30,29.2,54
03.02.2021 08:30,26.8,67
03.02.2021 05:30,23.6,81
03.02.2021 02:30,25,82
02.02.2021 23:30,26.2,75
02.02.2021 20:30,26.6,74
02.02.2021 17:30,28,67
02.02.2021 14:30,30.4,56
02.02.2021 11:30,30.6,56
02.02.2021 08:30,25.2,88
02.02.2021 05:30,23.6,88
02.02.2021 02:30,24,87
01.02.2021 23:30,25.6,81
01.02.2021 20:30,27,66
01.02.2021 17:30,28.2,64
01.02.2021 14:30,30.6,54
01.02.2021 11:30,30.2,56
01.02.2021 08:30,25.6,81
01.02.2021 05:30,22.6,90
01.02.2021 02:30,24,83
31.01.2021 23:30,25.4,78
31.01.2021 20:30,26.4,71
31.01.2021 17:30,29.8,62
31.01.2021 14:30,30.6,53
31.01.2021 11:30,29.8,61
31.01.2021 08:30,24.8,87
31.01.2021 05:30,23,94
31.01.2021 02:30,23,94
30.01.2021 23:30,24.6,90
30.01.2021 20:30,26.2,75
30.01.2021 17:30,29,70
30.01.2021 14:30,30.4,53
30.01.2021 11:30,29.8,56
30.01.2021 08:30,26,87
30.01.2021 05:30,24.4,85
30.01.2021 02:30,24,88
29.01.2021 23:30,24.8,82
29.01.2021 20:30,26,75
29.01.2021 17:30,28,65
29.01.2021 14:30,30.2,53
29.01.2021 11:30,30,59
29.01.2021 08:30,26,86
29.01.2021 05:30,23.4,91
29.01.2021 02:30,24.4,83
28.01.2021 23:30,24.8,85
28.01.2021 20:30,26,72
28.01.2021 17:30,28.2,69
28.01.2021 14:30,29.6,62
28.01.2021 11:30,29.6,
28.01.2021 08:30,24.6,90
28.01.2021 05:30,23,90
28.01.2021 02:30,23.2,91
27.01.2021 23:30,23.6,86
27.01.2021 20:30,25.4,72
27.01.2021 17:30,27.4,62
27.01.2021 14:30,30,49
27.01.2021 11:30,29,54
27.01.2021 08:30,24,83
27.01.2021 05:30,22.4,90
27.01.2021 02:30,23,91
26.01.2021 23:30,23.8,86
26.01.2021 20:30,24.4,78
26.01.2021 17:30,27.6,57
26.01.2021 14:30,30,57
26.01.2021 11:30,29.8,47
26.01.2021 08:30,25.2,78
26.01.2021 05:30,21.2,89
26.01.2021 02:30,23,91
25.01.2021 23:30,23.8,86
25.01.2021 20:30,25,80
25.01.2021 17:30,27.8,61
25.01.2021 14:30,30.6,49
25.01.2021 11:30,30.2,50
25.01.2021 08:30,25,83
25.01.2021 05:30,23,91
25.01.2021 02:30,23,91
24.01.2021 23:30,23.6,90
24.01.2021 20:30,25,79
24.01.2021 17:30,27.6,62
24.01.2021 14:30,29.8,56
24.01.2021 11:30,29.2,57
24.01.2021 08:30,24.6,88
24.01.2021 05:30,23.4,91
24.01.2021 02:30,24,90
23.01.2021 23:30,23.6,90
23.01.2021 20:30,25.4,79
23.01.2021 17:30,27.6,64
23.01.2021 14:30,30,51
23.01.2021 11:30,29.4,60
23.01.2021 08:30,26,90
23.01.2021 05:30,23,90
23.01.2021 02:30,24.2,90
22.01.2021 23:30,25,87
22.01.2021 20:30,26.4,84
22.01.2021 17:30,28,73
22.01.2021 14:30,30.2,66
22.01.2021 11:30,30.6,60
22.01.2021 08:30,25,95
22.01.2021 05:30,25.2,95
22.01.2021 02:30,25.6,93
21.01.2021 23:30,26.2,92
21.01.2021 20:30,27,90
21.01.2021 17:30,28.2,82
21.01.2021 14:30,30.8,67
21.01.2021 11:30,30.6,69
21.01.2021 08:30,25.2,90
21.01.2021 05:30,24,93
21.01.2021 02:30,24,90
20.01.2021 23:30,25,90
20.01.2021 20:30,26,83
20.01.2021 17:30,28.6,68
20.01.2021 14:30,28.6,70
20.01.2021 11:30,28,72
20.01.2021 08:30,25.6,85
20.01.2021 05:30,24.2,85
20.01.2021 02:30,25.6,81
19.01.2021 23:30,26,79
19.01.2021 20:30,26.2,72
19.01.2021 17:30,28,62
19.01.2021 14:30,30.6,54
19.01.2021 11:30,29.8,56
19.01.2021 08:30,25,80
19.01.2021 05:30,23,91
19.01.2021 02:30,23.4,90
18.01.2021 23:30,24,85
18.01.2021 20:30,25.8,75
18.01.2021 17:30,28,63
18.01.2021 14:30,29.8,51
18.01.2021 11:30,29.2,52
18.01.2021 08:30,24,80
18.01.2021 05:30,21.6,91
18.01.2021 02:30,23.6,83
17.01.2021 23:30,24,80
17.01.2021 20:30,25.4,69
17.01.2021 17:30,26.6,61
17.01.2021 14:30,29,52
17.01.2021 11:30,28.8,53
17.01.2021 08:30,24,87
17.01.2021 05:30,21.4,93
17.01.2021 02:30,21.6,91
16.01.2021 23:30,22.2,89
16.01.2021 20:30,24.6,77
16.01.2021 17:30,28.2,64
16.01.2021 14:30,29,61
16.01.2021 11:30,28.8,62
16.01.2021 08:30,25.4,88
16.01.2021 05:30,22,93
16.01.2021 02:30,,
15.01.2021 23:30,23.2,90
15.01.2021 20:30,24.8,77
15.01.2021 17:30,27.8,62
15.01.2021 14:30,30.2,52
15.01.2021 11:30,29.2,64
15.01.2021 08:30,24.6,90
15.01.2021 05:30,23.4,93
15.01.2021 02:30,24,91
14.01.2021 23:30,25,90
14.01.2021 20:30,26.4,81
14.01.2021 17:30,27.6,73
14.01.2021 14:30,29.8,66
14.01.2021 11:30,28.6,70
14.01.2021 08:30,25.4,90
14.01.2021 05:30,24.4,93
14.01.2021 02:30,24.4,90
13.01.2021 23:30,24.8,90
13.01.2021 20:30,25.4,85
13.01.2021 17:30,27.8,70
13.01.2021 14:30,29,66
13.01.2021 11:30,28.2,70
13.01.2021 08:30,25.6,89
13.01.2021 05:30,24.4,91
13.01.2021 02:30,25,91
12.01.2021 23:30,25.8,90
12.01.2021 20:30,26.2,83
12.01.2021 17:30,27.6,77
12.01.2021 14:30,29.4,66
12.01.2021 11:30,29,70
12.01.2021 08:30,26,89
12.01.2021 05:30,25,90
12.01.2021 02:30,25,91
11.01.2021 23:30,25.6,89
11.01.2021 20:30,26.4,86
11.01.2021 17:30,28,76
11.01.2021 14:30,29.8,66
11.01.2021 11:30,29,66
11.01.2021 08:30,26,92
11.01.2021 05:30,26,94
11.01.2021 02:30,26.2,90
10.01.2021 23:30,26.6,89
