Date,State,Confirmed,New Cases,T,H
20/06/2021,Tamil Nadu,2414680,8183,33.47,62.0
21/06/2021,Tamil Nadu,2422497,7817,31.2,68.0
22/06/2021,Tamil Nadu,2429924,7427,30.93,74.0
23/06/2021,Tamil Nadu,2436819,6895,32.0,78.0
24/06/2021,Tamil Nadu,2443415,6596,30.6,73.0
25/06/2021,Tamil Nadu,2449577,6162,32.73,60.0
26/06/2021,Tamil Nadu,2455332,5755,31.07,67.0
27/06/2021,Tamil Nadu,2460747,5415,29.67,81.0
28/06/2021,Tamil Nadu,2465874,5127,28.13,86.0
29/06/2021,Tamil Nadu,2470678,4804,20.2,48.0
30/06/2021,Tamil Nadu,2475190,4512,30.73,80.0
01/07/2021,Tamil Nadu,2479696,4506,29.87,76.0
02/07/2021,Tamil Nadu,2484177,4481,29.13,79.0
03/07/2021,Tamil Nadu,2488407,4230,29.53,77.0
04/07/2021,Tamil Nadu,2492420,4013,30.0,80.0
05/07/2021,Tamil Nadu,2496287,3867,30.4,74.0
06/07/2021,Tamil Nadu,2500002,3715,30.33,75.0
07/07/2021,Tamil Nadu,2503481,3479,30.67,70.0
08/07/2021,Tamil Nadu,2506848,3367,29.0,81.0
09/07/2021,Tamil Nadu,2510059,3211,27.2,84.0
10/07/2021,Tamil Nadu,2513098,3039,29.87,77.0
11/07/2021,Tamil Nadu,2516011,2913,28.87,73.0
12/07/2021,Tamil Nadu,2518786,2775,29.8,72.0
13/07/2021,Tamil Nadu,2521438,2652,28.53,82.0
14/07/2021,Tamil Nadu,2523943,2505,28.67,79.0
15/07/2021,Tamil Nadu,2526401,2458,27.8,80.0
16/07/2021,Tamil Nadu,2528806,2405,28.93,82.0
17/07/2021,Tamil Nadu,2531118,2312,28.2,87.0
18/07/2021,Tamil Nadu,2533323,2205,28.53,76.0
19/07/2021,Tamil Nadu,2535402,2079,28.47,81.0
20/07/2021,Tamil Nadu,2537373,1971,29.13,76.0
21/07/2021,Tamil Nadu,2539277,1904,28.47,80.0
22/07/2021,Tamil Nadu,2541168,1891,28.33,73.0
23/07/2021,Tamil Nadu,2543040,1872,28.6,78.0
24/07/2021,Tamil Nadu,2544870,1830,31.53,67.0
25/07/2021,Tamil Nadu,2546689,1819,31.33,64.0
26/07/2021,Tamil Nadu,2548497,1808,31.0,70.0
27/07/2021,Tamil Nadu,2550282,1785,31.4,69.0
28/07/2021,Tamil Nadu,2552049,1767,31.53,63.0
29/07/2021,Tamil Nadu,2553805,1756,30.4,69.0
30/07/2021,Tamil Nadu,2555664,1859,30.73,64.0
31/07/2021,Tamil Nadu,2557611,1947,30.33,67.0
01/08/2021,Tamil Nadu,2559597,1986,30.33,69.0
02/08/2021,Tamil Nadu,2561587,1990,31.0,66.0
03/08/2021,Tamil Nadu,2563544,1957,31.8,62.0
04/08/2021,Tamil Nadu,2565452,1908,31.93,58.0
05/08/2021,Tamil Nadu,2567401,1949,30.87,68.0
06/08/2021,Tamil Nadu,2569398,1997,30.67,72.0
07/08/2021,Tamil Nadu,2571383,1985,30.8,72.0
08/08/2021,Tamil Nadu,2573352,1969,31.07,75.0
09/08/2021,Tamil Nadu,2575308,1956,31.07,78.0
10/08/2021,Tamil Nadu,2577237,1929,30.73,72.0
11/08/2021,Tamil Nadu,2579130,1893,30.2,78.0
