Date,State,Confirmed,New Cases,T,H
07/12/2020,Kerala,636392,4777,28.33,78.0
08/12/2020,Kerala,639664,3272,30.33,74.0
09/12/2020,Kerala,644696,5032,30.0,72.0
10/12/2020,Kerala,649571,4875,29.67,73.0
11/12/2020,Kerala,654041,4470,29.67,73.0
12/12/2020,Kerala,658683,4642,28.33,81.0
13/12/2020,Kerala,664632,5949,28.33,76.0
14/12/2020,Kerala,669330,4698,28.33,84.0
15/12/2020,Kerala,672037,2707,27.67,77.0
16/12/2020,Kerala,677255,5218,27.67,82.0
17/12/2020,Kerala,683440,6185,28.33,86.0
18/12/2020,Kerala,688409,4969,28.67,79.0
19/12/2020,Kerala,693865,5456,28.67,65.0
20/12/2020,Kerala,700158,6293,28.67,60.0
21/12/2020,Kerala,705869,5711,28.33,61.0
22/12/2020,Kerala,709292,3423,28.33,77.0
23/12/2020,Kerala,715341,6049,28.67,75.0
24/12/2020,Kerala,721510,6169,29.67,72.0
25/12/2020,Kerala,726687,5177,29.33,75.0
26/12/2020,Kerala,732084,5397,29.0,69.0
27/12/2020,Kerala,735611,3527,28.33,70.0
28/12/2020,Kerala,740516,4905,29.33,72.0
29/12/2020,Kerala,743563,3047,29.0,71.0
30/12/2020,Kerala,749450,5887,30.0,70.0
31/12/2020,Kerala,755718,6268,27.33,84.0
01/01/2021,Kerala,760933,5215,28.33,72.0
02/01/2021,Kerala,765924,4991,29.0,64.0
03/01/2021,Kerala,771252,5328,29.0,82.0
04/01/2021,Kerala,775852,4600,28.33,81.0
05/01/2021,Kerala,778873,3021,29.33,80.0
06/01/2021,Kerala,784488,5615,18.33,54.0
07/01/2021,Kerala,790882,6394,28.0,86.0
08/01/2021,Kerala,795933,5051,28.67,88.0
09/01/2021,Kerala,801075,5142,28.0,84.0
10/01/2021,Kerala,806603,5528,27.67,86.0
11/01/2021,Kerala,811148,4545,27.67,81.0
12/01/2021,Kerala,814258,3110,26.33,86.0
13/01/2021,Kerala,819765,5507,26.0,94.0
14/01/2021,Kerala,825769,6004,18.67,54.0
15/01/2021,Kerala,831259,5490,28.67,81.0
16/01/2021,Kerala,836883,5624,28.67,76.0
17/01/2021,Kerala,842843,5960,28.33,77.0
18/01/2021,Kerala,847848,5005,27.67,81.0
19/01/2021,Kerala,851194,3346,28.0,66.0
20/01/2021,Kerala,857380,6186,28.67,72.0
21/01/2021,Kerala,864195,6815,29.33,79.0
22/01/2021,Kerala,870529,6334,29.33,83.0
23/01/2021,Kerala,877282,6753,29.0,79.0
24/01/2021,Kerala,884242,6960,29.0,66.0
25/01/2021,Kerala,890278,6036,28.0,58.0
26/01/2021,Kerala,893639,3361,28.0,65.0
27/01/2021,Kerala,899932,6293,27.33,55.0
28/01/2021,Kerala,905591,5659,28.0,57.0
29/01/2021,Kerala,911362,5771,28.0,69.0
30/01/2021,Kerala,917630,6268,29.67,66.0
31/01/2021,Kerala,923912,6282,29.33,69.0
01/02/2021,Kerala,929178,5266,30.0,66.0
02/02/2021,Kerala,932637,3459,30.0,61.0
03/02/2021,Kerala,938353,5716,30.0,58.0
04/02/2021,Kerala,944709,6356,29.0,63.0
05/02/2021,Kerala,950811,6102,29.33,61.0
06/02/2021,Kerala,956421,5610,29.0,67.0
07/02/2021,Kerala,962363,5942,29.33,66.0
08/02/2021,Kerala,968438,6075,29.33,53.0
09/02/2021,Kerala,972180,3742,29.0,55.0
10/02/2021,Kerala,977394,5214,28.0,54.0
11/02/2021,Kerala,983374,5980,28.33,51.0
12/02/2021,Kerala,988655,5281,28.0,57.0
13/02/2021,Kerala,994052,5397,28.33,64.0
14/02/2021,Kerala,999523,5471,29.0,64.0
15/02/2021,Kerala,1004135,4612,29.0,69.0
16/02/2021,Kerala,1007019,2884,29.33,73.0
17/02/2021,Kerala,1011956,4937,29.67,70.0
18/02/2021,Kerala,1016848,4892,29.33,69.0
19/02/2021,Kerala,1021432,4584,29.67,70.0
20/02/2021,Kerala,1025937,4505,29.67,73.0
21/02/2021,Kerala,1030587,4650,30.33,68.0
22/02/2021,Kerala,1034657,4070,30.33,69.0
23/02/2021,Kerala,1036869,2212,30.33,64.0
24/02/2021,Kerala,1040903,4034,30.33,62.0
25/02/2021,Kerala,1045009,4106,30.0,69.0
26/02/2021,Kerala,1048686,3677,30.0,79.0
27/02/2021,Kerala,1052357,3671,20.33,50.0
28/02/2021,Kerala,1056149,3792,20.0,48.0
01/03/2021,Kerala,1059403,3254,20.0,47.0
02/03/2021,Kerala,1061341,1938,29.0,67.0
03/03/2021,Kerala,1064279,2938,19.33,40.0
04/03/2021,Kerala,1067044,2765,20.0,31.0
05/03/2021,Kerala,1069660,2616,20.33,37.0
06/03/2021,Kerala,1072436,2776,30.33,66.0
07/03/2021,Kerala,1075227,2791,30.33,68.0
08/03/2021,Kerala,1077327,2100,31.0,72.0
09/03/2021,Kerala,1078739,1412,29.67,76.0
10/03/2021,Kerala,1081055,2316,30.0,72.0
11/03/2021,Kerala,1081055,0,29.67,72.0
12/03/2021,Kerala,1083530,2475,30.33,69.0
13/03/2021,Kerala,1087443,3913,30.33,62.0
14/03/2021,Kerala,1089478,2035,20.67,46.0
15/03/2021,Kerala,1091270,1792,30.67,58.0
16/03/2021,Kerala,1092324,1054,20.0,39.0
17/03/2021,Kerala,1094294,1970,20.33,40.0
18/03/2021,Kerala,1096392,2098,29.67,70.0
19/03/2021,Kerala,1098291,1899,30.33,69.0
20/03/2021,Kerala,1100275,1984,30.33,71.0
21/03/2021,Kerala,1102353,2078,30.0,69.0
22/03/2021,Kerala,1104228,1875,31.0,69.0
23/03/2021,Kerala,1105467,1239,31.0,71.0
24/03/2021,Kerala,1107452,1985,30.67,74.0
25/03/2021,Kerala,1109908,2456,29.67,78.0
26/03/2021,Kerala,1111897,1989,30.33,68.0
27/03/2021,Kerala,1113722,1825,31.33,68.0
28/03/2021,Kerala,1115777,2055,29.67,78.0
29/03/2021,Kerala,1117993,2216,30.0,78.0
30/03/2021,Kerala,1119542,1549,20.0,46.0
31/03/2021,Kerala,1121931,2389,30.67,73.0
01/04/2021,Kerala,1124584,2653,30.0,72.0
02/04/2021,Kerala,1127382,2798,30.67,68.0
03/04/2021,Kerala,1129890,2508,30.67,66.0
04/04/2021,Kerala,1132431,2541,30.0,67.0
05/04/2021,Kerala,1135233,2802,30.33,74.0
06/04/2021,Kerala,1137590,2357,30.67,72.0
07/04/2021,Kerala,1141092,3502,21.0,46.0
08/04/2021,Kerala,1144594,3502,30.33,72.0
09/04/2021,Kerala,1148947,4353,29.0,78.0
10/04/2021,Kerala,1154010,5063,29.67,75.0
11/04/2021,Kerala,1160204,6194,28.67,84.0
12/04/2021,Kerala,1167190,6986,28.67,78.0
13/04/2021,Kerala,1172882,5692,29.33,78.0
14/04/2021,Kerala,1180397,7515,30.0,73.0
15/04/2021,Kerala,1189175,8778,30.33,70.0
16/04/2021,Kerala,1197301,8126,29.0,72.0
17/04/2021,Kerala,1207332,10031,31.0,68.0
18/04/2021,Kerala,1221167,13835,29.33,78.0
19/04/2021,Kerala,1239424,18257,30.0,77.0
20/04/2021,Kerala,1253068,13644,29.0,79.0
21/04/2021,Kerala,1272645,19577,30.0,73.0
22/04/2021,Kerala,1295059,22414,30.67,71.0
23/04/2021,Kerala,1322054,26995,30.67,72.0
24/04/2021,Kerala,1350501,28447,30.67,74.0
25/04/2021,Kerala,1377186,26685,20.33,52.0
26/04/2021,Kerala,1405655,28469,30.33,75.0
27/04/2021,Kerala,1427545,21890,30.0,71.0
28/04/2021,Kerala,1460364,32819,30.67,75.0
29/04/2021,Kerala,1495377,35013,30.0,81.0
30/04/2021,Kerala,1533984,38607,29.67,78.0
01/05/2021,Kerala,1571183,37199,19.67,55.0
02/05/2021,Kerala,1606819,35636,30.0,79.0
03/05/2021,Kerala,1638778,31959,28.67,88.0
04/05/2021,Kerala,1664789,26011,28.33,87.0
05/05/2021,Kerala,1701979,37190,30.67,77.0
06/05/2021,Kerala,1743932,41953,30.67,75.0
07/05/2021,Kerala,1786396,42464,28.67,85.0
08/05/2021,Kerala,1824856,38460,30.0,81.0
09/05/2021,Kerala,1866827,41971,29.33,89.0
10/05/2021,Kerala,1902628,35801,28.67,89.0
11/05/2021,Kerala,1930115,27487,28.67,89.0
12/05/2021,Kerala,1967405,37290,29.0,84.0
13/05/2021,Kerala,2010934,43529,27.0,89.0
14/05/2021,Kerala,2050889,39955,27.33,94.0
15/05/2021,Kerala,2085583,34694,27.67,92.0
16/05/2021,Kerala,2118263,32680,26.0,93.0
17/05/2021,Kerala,2147967,29704,29.67,79.0
18/05/2021,Kerala,2169369,21402,29.67,82.0
19/05/2021,Kerala,2200706,31337,28.33,86.0
20/05/2021,Kerala,2233468,32762,29.67,83.0
21/05/2021,Kerala,2263959,30491,29.0,91.0
22/05/2021,Kerala,2293632,29673,26.67,94.0
23/05/2021,Kerala,2322146,28514,28.33,91.0
24/05/2021,Kerala,2347966,25820,30.0,83.0
25/05/2021,Kerala,2365787,17821,19.0,59.0
26/05/2021,Kerala,2395590,29803,27.0,91.0
27/05/2021,Kerala,2424388,28798,26.33,91.0
28/05/2021,Kerala,2448554,24166,28.67,81.0
29/05/2021,Kerala,2470872,22318,28.33,87.0
30/05/2021,Kerala,2494385,23513,29.67,76.0
31/05/2021,Kerala,2514279,19894,28.67,84.0
01/06/2021,Kerala,2526579,12300,28.0,83.0
02/06/2021,Kerala,2546339,19760,29.0,84.0
03/06/2021,Kerala,2566000,19661,29.0,85.0
04/06/2021,Kerala,2584853,18853,27.33,89.0
05/06/2021,Kerala,2601082,16229,26.67,94.0
06/06/2021,Kerala,2618410,17328,28.67,87.0
07/06/2021,Kerala,2633082,14672,29.0,91.0
08/06/2021,Kerala,2642395,9313,28.33,89.0
09/06/2021,Kerala,2657962,15567,28.67,89.0
10/06/2021,Kerala,2674166,16204,29.33,81.0
11/06/2021,Kerala,2688590,14424,29.33,81.0
12/06/2021,Kerala,2702823,14233,28.67,89.0
13/06/2021,Kerala,2716655,13832,26.67,98.0
14/06/2021,Kerala,2728239,11584,26.33,94.0
15/06/2021,Kerala,2735958,7719,28.67,86.0
16/06/2021,Kerala,2748204,12246,28.67,84.0
17/06/2021,Kerala,2761474,13270,28.67,87.0
18/06/2021,Kerala,2773943,12469,29.0,88.0
19/06/2021,Kerala,2785304,11361,29.33,81.0
20/06/2021,Kerala,2797747,12443,29.33,81.0
21/06/2021,Kerala,2809394,11647,29.0,84.0
22/06/2021,Kerala,2816843,7449,28.33,89.0
23/06/2021,Kerala,2829460,12617,28.0,87.0
24/06/2021,Kerala,2842247,12787,28.0,84.0
25/06/2021,Kerala,2854325,12078,29.0,82.0
26/06/2021,Kerala,2865871,11546,28.67,86.0
27/06/2021,Kerala,2877989,12118,28.67,79.0
28/06/2021,Kerala,2888894,10905,28.67,86.0
29/06/2021,Kerala,2896957,8063,9.33,31.0
30/06/2021,Kerala,2910507,13550,29.33,84.0
01/07/2021,Kerala,2924165,13658,29.0,87.0
